,number,value,datetime_start,datetime_complete,duration,params_add_bn,params_batch_sizes,params_hidden_dim,params_learning_rates,params_noise_dim,params_num_layer,params_resblock,state
160,160,0.20807822048664093,2026-06-16 09:15:38.907721,2026-06-16 09:17:22.859787,0 days 00:01:43.952066,False,512,50,0.001,1000,12,True,COMPLETE
161,161,0.20754142105579376,2026-06-16 09:17:22.859787,2026-06-16 09:19:08.687768,0 days 00:01:45.827981,False,512,50,0.001,1000,12,True,COMPLETE
162,162,0.2069879174232483,2026-06-16 09:19:08.687768,2026-06-16 09:20:53.183378,0 days 00:01:44.495610,False,512,50,0.001,1000,12,True,COMPLETE
163,163,0.20734867453575134,2026-06-16 09:20:53.183378,2026-06-16 09:22:36.922003,0 days 00:01:43.738625,False,512,50,0.001,1000,12,True,COMPLETE
164,164,0.20966167747974396,2026-06-16 09:22:36.922003,2026-06-16 09:23:07.893692,0 days 00:00:30.971689,False,512,50,0.001,100,12,True,COMPLETE
165,165,0.20676228404045105,2026-06-16 09:23:07.893692,2026-06-16 09:24:48.589819,0 days 00:01:40.696127,False,512,50,0.001,1000,12,True,COMPLETE
166,166,0.20850099623203278,2026-06-16 09:24:48.590932,2026-06-16 09:26:50.950753,0 days 00:02:02.359821,False,512,100,0.001,1000,12,True,COMPLETE
167,167,0.20806431770324707,2026-06-16 09:26:50.951785,2026-06-16 09:28:46.849380,0 days 00:01:55.897595,False,512,50,0.001,1000,14,True,COMPLETE
168,168,0.20753030478954315,2026-06-16 09:28:46.850749,2026-06-16 09:30:30.046352,0 days 00:01:43.195603,False,512,50,0.001,1000,12,True,COMPLETE
169,169,0.23798412084579468,2026-06-16 09:30:30.047373,2026-06-16 09:31:21.554239,0 days 00:00:51.506866,False,512,50,0.001,1000,2,True,COMPLETE
170,170,0.20719225704669952,2026-06-16 09:31:21.555292,2026-06-16 09:33:05.262171,0 days 00:01:43.706879,False,512,50,0.001,1000,12,True,COMPLETE
171,171,0.20775237679481506,2026-06-16 09:33:05.263267,2026-06-16 09:34:50.160615,0 days 00:01:44.897348,False,512,50,0.001,1000,12,True,COMPLETE
172,172,0.20773862302303314,2026-06-16 09:34:50.161716,2026-06-16 09:36:33.153341,0 days 00:01:42.991625,False,512,50,0.001,1000,12,True,COMPLETE
173,173,0.20745055377483368,2026-06-16 09:36:33.154486,2026-06-16 09:38:17.505539,0 days 00:01:44.351053,False,512,50,0.001,1000,12,True,COMPLETE
174,174,0.20775161683559418,2026-06-16 09:38:17.505539,2026-06-16 09:39:57.833102,0 days 00:01:40.327563,False,512,50,0.001,1000,12,True,COMPLETE
175,175,0.21191945672035217,2026-06-16 09:39:57.833102,2026-06-16 09:45:24.672133,0 days 00:05:26.839031,False,512,500,0.001,1000,12,True,COMPLETE
176,176,0.20935089886188507,2026-06-16 09:45:24.672133,2026-06-16 09:46:31.416023,0 days 00:01:06.743890,True,512,50,0.001,1000,6,True,COMPLETE
177,177,0.20744392275810242,2026-06-16 09:46:31.416023,2026-06-16 09:48:16.230612,0 days 00:01:44.814589,False,512,50,0.001,1000,12,True,COMPLETE
178,178,0.2077312469482422,2026-06-16 09:48:16.232031,2026-06-16 09:49:21.715679,0 days 00:01:05.483648,False,512,50,0.001,500,12,True,COMPLETE
179,179,0.20741838216781616,2026-06-16 09:49:21.715679,2026-06-16 09:51:07.179577,0 days 00:01:45.463898,False,512,50,0.001,1000,12,True,COMPLETE
180,180,0.21759384870529175,2026-06-16 09:51:07.180583,2026-06-16 09:57:31.831492,0 days 00:06:24.650909,False,512,1000,0.001,50,12,True,COMPLETE
181,181,0.2078622430562973,2026-06-16 09:57:31.831492,2026-06-16 09:59:15.367531,0 days 00:01:43.536039,False,512,50,0.001,1000,12,True,COMPLETE
182,182,0.20673520863056183,2026-06-16 09:59:15.368616,2026-06-16 10:00:59.100762,0 days 00:01:43.732146,False,512,50,0.001,1000,12,True,COMPLETE
183,183,0.20690996944904327,2026-06-16 10:00:59.101854,2026-06-16 10:02:43.824869,0 days 00:01:44.723015,False,512,50,0.001,1000,12,True,COMPLETE
184,184,0.20747001469135284,2026-06-16 10:02:43.824869,2026-06-16 10:04:29.738878,0 days 00:01:45.914009,False,512,50,0.001,1000,12,True,COMPLETE
185,185,0.2066909670829773,2026-06-16 10:04:29.738878,2026-06-16 10:06:15.592776,0 days 00:01:45.853898,False,512,50,0.001,1000,12,True,COMPLETE
186,186,0.2071804702281952,2026-06-16 10:06:15.593783,2026-06-16 10:08:01.728046,0 days 00:01:46.134263,False,512,50,0.001,1000,12,True,COMPLETE
187,187,0.20782840251922607,2026-06-16 10:08:01.729046,2026-06-16 10:09:44.359817,0 days 00:01:42.630771,False,512,50,0.001,1000,12,True,COMPLETE
188,188,0.20958925783634186,2026-06-16 10:09:44.360814,2026-06-16 10:10:22.367394,0 days 00:00:38.006580,False,512,50,0.001,250,14,False,COMPLETE
189,189,0.20735785365104675,2026-06-16 10:10:22.368391,2026-06-16 10:11:49.169384,0 days 00:01:26.800993,False,512,50,0.001,1000,10,True,COMPLETE
190,190,0.20996268093585968,2026-06-16 10:11:49.169384,2026-06-16 10:14:59.679232,0 days 00:03:10.509848,False,512,250,0.001,1000,12,True,COMPLETE
191,191,0.2073160707950592,2026-06-16 10:14:59.679232,2026-06-16 10:16:43.056761,0 days 00:01:43.377529,False,512,50,0.001,1000,12,True,COMPLETE
192,192,0.20719610154628754,2026-06-16 10:16:43.057767,2026-06-16 10:18:24.541139,0 days 00:01:41.483372,False,512,50,0.001,1000,12,True,COMPLETE
193,193,0.20693571865558624,2026-06-16 10:18:24.542234,2026-06-16 10:20:03.900664,0 days 00:01:39.358430,False,512,50,0.001,1000,12,True,COMPLETE
194,194,0.20667017996311188,2026-06-16 10:20:03.901712,2026-06-16 10:21:46.087182,0 days 00:01:42.185470,False,512,50,0.001,1000,12,True,COMPLETE
195,195,0.2071472406387329,2026-06-16 10:21:46.088319,2026-06-16 10:23:26.493977,0 days 00:01:40.405658,False,512,50,0.001,1000,12,True,COMPLETE
196,196,0.2064504623413086,2026-06-16 10:23:26.493977,2026-06-16 10:25:06.792631,0 days 00:01:40.298654,False,512,50,0.001,1000,12,True,COMPLETE
197,197,0.20753657817840576,2026-06-16 10:25:06.792631,2026-06-16 10:26:47.739408,0 days 00:01:40.946777,False,512,50,0.001,1000,12,True,COMPLETE
198,198,0.2079893797636032,2026-06-16 10:26:47.739408,2026-06-16 10:28:28.012221,0 days 00:01:40.272813,False,512,50,0.001,1000,12,True,COMPLETE
199,199,0.2085324227809906,2026-06-16 10:28:28.012221,2026-06-16 10:28:54.490593,0 days 00:00:26.478372,False,512,50,0.001,100,8,True,COMPLETE
200,200,0.20923608541488647,2026-06-16 10:28:54.491702,2026-06-16 10:29:43.369080,0 days 00:00:48.877378,False,512,50,0.001,1000,4,True,COMPLETE
201,201,0.20780615508556366,2026-06-16 10:29:43.370084,2026-06-16 10:31:24.993781,0 days 00:01:41.623697,False,512,50,0.001,1000,12,True,COMPLETE
202,202,0.20788265764713287,2026-06-16 10:31:24.993781,2026-06-16 10:33:05.227914,0 days 00:01:40.234133,False,512,50,0.001,1000,12,True,COMPLETE
203,203,0.20838572084903717,2026-06-16 10:33:05.227914,2026-06-16 10:34:46.056929,0 days 00:01:40.829015,False,512,50,0.001,1000,12,True,COMPLETE
204,204,0.2075088918209076,2026-06-16 10:34:46.056929,2026-06-16 10:36:31.108038,0 days 00:01:45.051109,False,512,50,0.001,1000,12,True,COMPLETE
205,205,0.20767466723918915,2026-06-16 10:36:31.108038,2026-06-16 10:38:12.301929,0 days 00:01:41.193891,False,512,50,0.001,1000,12,True,COMPLETE
206,206,0.20856288075447083,2026-06-16 10:38:12.301929,2026-06-16 10:40:19.164783,0 days 00:02:06.862854,True,512,100,0.001,1000,12,True,COMPLETE
207,207,0.20754696428775787,2026-06-16 10:40:19.165789,2026-06-16 10:42:00.931271,0 days 00:01:41.765482,False,512,50,0.001,1000,12,True,COMPLETE
208,208,0.20695261657238007,2026-06-16 10:42:00.931271,2026-06-16 10:43:42.136000,0 days 00:01:41.204729,False,512,50,0.001,1000,12,True,COMPLETE
209,209,0.206732377409935,2026-06-16 10:43:42.136000,2026-06-16 10:45:36.041533,0 days 00:01:53.905533,False,512,50,0.001,1000,14,True,COMPLETE
210,210,0.20679019391536713,2026-06-16 10:45:36.042564,2026-06-16 10:48:06.849557,0 days 00:02:30.806993,False,512,50,0.001,1000,14,True,COMPLETE
211,211,0.20769058167934418,2026-06-16 10:48:06.850557,2026-06-16 10:50:41.133773,0 days 00:02:34.283216,False,512,50,0.001,1000,14,True,COMPLETE
212,212,0.20695346593856812,2026-06-16 10:50:41.134770,2026-06-16 10:53:04.234295,0 days 00:02:23.099525,False,512,50,0.001,1000,14,True,COMPLETE
213,213,0.2072197049856186,2026-06-16 10:53:04.234295,2026-06-16 10:55:37.509637,0 days 00:02:33.275342,False,512,50,0.001,1000,14,True,COMPLETE
214,214,0.20764920115470886,2026-06-16 10:55:37.509637,2026-06-16 10:58:45.454324,0 days 00:03:07.944687,False,512,50,0.001,1000,14,True,COMPLETE
215,215,0.20715202391147614,2026-06-16 10:58:45.454324,2026-06-16 11:01:41.879018,0 days 00:02:56.424694,False,512,50,0.001,1000,14,True,COMPLETE
216,216,0.2072685807943344,2026-06-16 11:01:41.879018,2026-06-16 11:04:41.088041,0 days 00:02:59.209023,False,512,50,0.001,1000,14,True,COMPLETE
217,217,0.20756866037845612,2026-06-16 11:04:41.088041,2026-06-16 11:08:01.065195,0 days 00:03:19.977154,False,512,50,0.001,1000,14,True,COMPLETE
218,218,0.21198630332946777,2026-06-16 11:08:01.065195,2026-06-16 11:16:33.305587,0 days 00:08:32.240392,False,512,500,0.001,1000,14,True,COMPLETE
219,219,0.23851633071899414,2026-06-16 11:16:33.305587,2026-06-16 11:17:44.074001,0 days 00:01:10.768414,False,512,50,0.001,1000,2,True,COMPLETE
220,220,0.20771297812461853,2026-06-16 11:17:44.074001,2026-06-16 11:19:12.512975,0 days 00:01:28.438974,False,512,50,0.001,1000,6,True,COMPLETE
221,221,0.2070252150297165,2026-06-16 11:19:12.514077,2026-06-16 11:21:28.023121,0 days 00:02:15.509044,False,512,50,0.001,1000,12,True,COMPLETE
222,222,0.20807741582393646,2026-06-16 11:21:28.024507,2026-06-16 11:24:06.336866,0 days 00:02:38.312359,False,512,50,0.001,1000,12,True,COMPLETE
223,223,0.20814257860183716,2026-06-16 11:24:06.337863,2026-06-16 11:25:33.495217,0 days 00:01:27.157354,False,512,50,0.001,500,12,True,COMPLETE
224,224,0.20685435831546783,2026-06-16 11:25:33.496285,2026-06-16 11:27:45.081921,0 days 00:02:11.585636,False,512,50,0.001,1000,12,True,COMPLETE
225,225,0.20699618756771088,2026-06-16 11:27:45.083365,2026-06-16 11:30:11.383011,0 days 00:02:26.299646,False,512,50,0.001,1000,12,True,COMPLETE
226,226,0.21236824989318848,2026-06-16 11:30:11.383011,2026-06-16 11:45:24.461567,0 days 00:15:13.078556,False,512,1000,0.001,1000,14,True,COMPLETE
227,227,0.2093464732170105,2026-06-16 11:45:24.462564,2026-06-16 11:47:00.398366,0 days 00:01:35.935802,False,512,50,0.001,1000,12,False,COMPLETE
228,228,0.21012668311595917,2026-06-16 11:47:00.398366,2026-06-16 11:47:30.823454,0 days 00:00:30.425088,False,512,50,0.001,50,12,True,COMPLETE
229,229,0.20773613452911377,2026-06-16 11:47:30.824467,2026-06-16 11:49:53.272997,0 days 00:02:22.448530,False,512,50,0.001,1000,12,True,COMPLETE
230,230,0.20761755108833313,2026-06-16 11:49:53.272997,2026-06-16 11:52:34.972482,0 days 00:02:41.699485,False,512,50,0.001,1000,12,True,COMPLETE
231,231,0.208011656999588,2026-06-16 11:52:34.973479,2026-06-16 11:54:49.626509,0 days 00:02:14.653030,False,512,50,0.001,1000,12,True,COMPLETE
232,232,0.2066500186920166,2026-06-16 11:54:49.627620,2026-06-16 11:57:06.719164,0 days 00:02:17.091544,False,512,50,0.001,1000,12,True,COMPLETE
233,233,0.20826268196105957,2026-06-16 11:57:06.719164,2026-06-16 11:59:20.648673,0 days 00:02:13.929509,False,512,50,0.001,1000,12,True,COMPLETE
234,234,0.20761914551258087,2026-06-16 11:59:20.648673,2026-06-16 12:01:34.702448,0 days 00:02:14.053775,False,512,50,0.001,1000,12,True,COMPLETE
235,235,0.20769499242305756,2026-06-16 12:01:34.703546,2026-06-16 12:04:15.883335,0 days 00:02:41.179789,False,512,50,0.001,1000,12,True,COMPLETE
236,236,0.20731674134731293,2026-06-16 12:04:15.884332,2026-06-16 12:07:02.816087,0 days 00:02:46.931755,False,512,50,0.001,1000,12,True,COMPLETE
237,237,0.20995904505252838,2026-06-16 12:07:02.818166,2026-06-16 12:10:22.976231,0 days 00:03:20.158065,False,512,250,0.001,1000,10,True,COMPLETE
238,238,0.20823636651039124,2026-06-16 12:10:22.977643,2026-06-16 12:11:04.894147,0 days 00:00:41.916504,False,512,50,0.001,250,12,True,COMPLETE
239,239,0.20653951168060303,2026-06-16 12:11:04.895251,2026-06-16 12:12:50.315193,0 days 00:01:45.419942,False,512,50,0.001,1000,12,True,COMPLETE
240,240,0.20881380140781403,2026-06-16 12:12:50.315193,2026-06-16 12:14:07.015918,0 days 00:01:16.700725,True,512,50,0.001,1000,8,True,COMPLETE
241,241,0.2071998417377472,2026-06-16 12:14:07.017008,2026-06-16 12:15:47.810182,0 days 00:01:40.793174,False,512,50,0.001,1000,12,True,COMPLETE
242,242,0.2070087343454361,2026-06-16 12:15:47.810182,2026-06-16 12:17:29.135247,0 days 00:01:41.325065,False,512,50,0.001,1000,12,True,COMPLETE
243,243,0.207149937748909,2026-06-16 12:17:29.135247,2026-06-16 12:19:09.512583,0 days 00:01:40.377336,False,512,50,0.001,1000,12,True,COMPLETE
244,244,0.20673370361328125,2026-06-16 12:19:09.512583,2026-06-16 12:20:50.054653,0 days 00:01:40.542070,False,512,50,0.001,1000,12,True,COMPLETE
245,245,0.20774009823799133,2026-06-16 12:20:50.055669,2026-06-16 12:22:30.283947,0 days 00:01:40.228278,False,512,50,0.001,1000,12,True,COMPLETE
246,246,0.20957745611667633,2026-06-16 12:22:30.283947,2026-06-16 12:22:59.727064,0 days 00:00:29.443117,False,512,50,0.001,100,12,True,COMPLETE
247,247,0.20745059847831726,2026-06-16 12:22:59.727064,2026-06-16 12:23:48.126736,0 days 00:00:48.399672,False,512,50,0.001,1000,4,True,COMPLETE
248,248,0.2071237564086914,2026-06-16 12:23:48.127733,2026-06-16 12:25:27.229236,0 days 00:01:39.101503,False,512,50,0.001,1000,12,True,COMPLETE
249,249,0.2072216421365738,2026-06-16 12:25:27.230254,2026-06-16 12:27:19.466826,0 days 00:01:52.236572,False,512,50,0.001,1000,14,True,COMPLETE
250,250,0.20786336064338684,2026-06-16 12:27:19.467835,2026-06-16 12:29:17.303213,0 days 00:01:57.835378,False,512,100,0.001,1000,12,True,COMPLETE
251,251,0.20756447315216064,2026-06-16 12:29:17.304372,2026-06-16 12:30:57.616030,0 days 00:01:40.311658,False,512,50,0.001,1000,12,True,COMPLETE
252,252,0.20766746997833252,2026-06-16 12:30:57.617248,2026-06-16 12:32:38.029146,0 days 00:01:40.411898,False,512,50,0.001,1000,12,True,COMPLETE
253,253,0.20629127323627472,2026-06-16 12:32:38.030603,2026-06-16 12:34:18.931596,0 days 00:01:40.900993,False,512,50,0.001,1000,12,True,COMPLETE
254,254,0.2071247547864914,2026-06-16 12:34:18.932599,2026-06-16 12:36:06.486668,0 days 00:01:47.554069,False,512,50,0.001,1000,12,True,COMPLETE
255,255,0.20750318467617035,2026-06-16 12:36:06.486668,2026-06-16 12:37:39.877833,0 days 00:01:33.391165,False,512,50,0.001,1000,14,False,COMPLETE
256,256,0.21312209963798523,2026-06-16 12:37:39.879171,2026-06-16 12:43:04.560676,0 days 00:05:24.681505,False,512,500,0.001,1000,12,True,COMPLETE
257,257,0.2070273905992508,2026-06-16 12:43:04.561672,2026-06-16 12:44:47.877339,0 days 00:01:43.315667,False,512,50,0.001,1000,12,True,COMPLETE
258,258,0.2386530637741089,2026-06-16 12:44:47.877339,2026-06-16 12:45:39.357905,0 days 00:00:51.480566,False,512,50,0.001,1000,2,True,COMPLETE
259,259,0.2081315815448761,2026-06-16 12:45:39.358972,2026-06-16 12:46:40.715283,0 days 00:01:01.356311,False,512,50,0.001,500,12,True,COMPLETE
260,260,0.20736345648765564,2026-06-16 12:46:40.715283,2026-06-16 12:48:23.191892,0 days 00:01:42.476609,False,512,50,0.001,1000,12,True,COMPLETE
261,261,0.2077002078294754,2026-06-16 12:48:23.191892,2026-06-16 12:49:24.057173,0 days 00:01:00.865281,False,512,50,0.001,1000,6,True,COMPLETE
262,262,0.20718446373939514,2026-06-16 12:49:24.057173,2026-06-16 12:51:05.766420,0 days 00:01:41.709247,False,512,50,0.001,1000,12,True,COMPLETE
263,263,0.21774610877037048,2026-06-16 12:51:05.766420,2026-06-16 12:58:11.241612,0 days 00:07:05.475192,False,512,1000,0.001,50,14,True,COMPLETE
264,264,0.2076772004365921,2026-06-16 12:58:11.241612,2026-06-16 12:59:54.252785,0 days 00:01:43.011173,False,512,50,0.001,1000,12,True,COMPLETE
265,265,0.2085137963294983,2026-06-16 12:59:54.253781,2026-06-16 13:01:39.403090,0 days 00:01:45.149309,True,512,50,0.001,1000,12,True,COMPLETE
266,266,0.20833328366279602,2026-06-16 13:01:39.403090,2026-06-16 13:02:21.057184,0 days 00:00:41.654094,False,512,50,0.001,250,12,True,COMPLETE
267,267,0.2079785019159317,2026-06-16 13:02:21.057184,2026-06-16 13:04:02.258085,0 days 00:01:41.200901,False,512,50,0.001,1000,12,True,COMPLETE
268,268,0.2097112089395523,2026-06-16 13:04:02.258085,2026-06-16 13:07:13.580840,0 days 00:03:11.322755,False,512,250,0.001,1000,12,True,COMPLETE
269,269,0.2078096717596054,2026-06-16 13:07:13.580840,2026-06-16 13:08:59.014928,0 days 00:01:45.434088,False,512,50,0.001,1000,12,True,COMPLETE
270,270,0.20701558887958527,2026-06-16 13:08:59.014928,2026-06-16 13:10:57.892065,0 days 00:01:58.877137,False,512,50,0.001,1000,14,True,COMPLETE
271,271,0.20786944031715393,2026-06-16 13:10:57.892065,2026-06-16 13:12:40.776982,0 days 00:01:42.884917,False,512,50,0.001,1000,12,True,COMPLETE
272,272,0.20799967646598816,2026-06-16 13:12:40.777993,2026-06-16 13:14:24.967876,0 days 00:01:44.189883,False,512,50,0.001,1000,12,True,COMPLETE
273,273,0.2094629406929016,2026-06-16 13:14:24.968886,2026-06-16 13:14:51.436830,0 days 00:00:26.467944,False,512,50,0.001,100,8,True,COMPLETE
274,274,0.209776371717453,2026-06-16 13:14:51.437923,2026-06-16 13:16:03.364224,0 days 00:01:11.926301,False,512,50,0.001,1000,10,False,COMPLETE
275,275,0.20688720047473907,2026-06-16 13:16:03.364224,2026-06-16 13:17:44.270779,0 days 00:01:40.906555,False,512,50,0.001,1000,12,True,COMPLETE
276,276,0.20713837444782257,2026-06-16 13:17:44.271776,2026-06-16 13:19:28.631353,0 days 00:01:44.359577,False,512,50,0.001,1000,12,True,COMPLETE
277,277,0.210594043135643,2026-06-16 13:19:28.632350,2026-06-16 13:20:24.972371,0 days 00:00:56.340021,False,512,100,0.001,1000,4,True,COMPLETE
278,278,0.20725034177303314,2026-06-16 13:20:24.972371,2026-06-16 13:22:06.399022,0 days 00:01:41.426651,False,512,50,0.001,1000,12,True,COMPLETE
279,279,0.20758913457393646,2026-06-16 13:22:06.399022,2026-06-16 13:24:02.031360,0 days 00:01:55.632338,False,512,50,0.001,1000,14,True,COMPLETE
280,280,0.20787614583969116,2026-06-16 13:24:02.032357,2026-06-16 13:25:43.555122,0 days 00:01:41.522765,False,512,50,0.001,1000,12,True,COMPLETE
281,281,0.20742911100387573,2026-06-16 13:25:43.556274,2026-06-16 13:27:28.130352,0 days 00:01:44.574078,False,512,50,0.001,1000,12,True,COMPLETE
282,282,0.21300719678401947,2026-06-16 13:27:28.130352,2026-06-16 13:32:58.373140,0 days 00:05:30.242788,False,512,500,0.001,1000,12,True,COMPLETE
283,283,0.20740744471549988,2026-06-16 13:32:58.374153,2026-06-16 13:34:42.742127,0 days 00:01:44.367974,False,512,50,0.001,1000,12,True,COMPLETE
284,284,0.20847268402576447,2026-06-16 13:34:42.742127,2026-06-16 13:36:33.367123,0 days 00:01:50.624996,True,512,50,0.001,1000,12,True,COMPLETE
285,285,0.20809996128082275,2026-06-16 13:36:33.367123,2026-06-16 13:38:19.497517,0 days 00:01:46.130394,False,512,50,0.001,1000,12,True,COMPLETE
286,286,0.20746663212776184,2026-06-16 13:38:19.498525,2026-06-16 13:40:16.405451,0 days 00:01:56.906926,False,512,50,0.001,1000,14,True,COMPLETE
287,287,0.20697058737277985,2026-06-16 13:40:16.405451,2026-06-16 13:42:01.798794,0 days 00:01:45.393343,False,512,50,0.001,1000,12,True,COMPLETE
288,288,0.2154277265071869,2026-06-16 13:42:01.798794,2026-06-16 13:50:52.106908,0 days 00:08:50.308114,False,512,1000,0.001,500,12,True,COMPLETE
289,289,0.2524265646934509,2026-06-16 13:50:52.107919,2026-06-16 13:51:28.065407,0 days 00:00:35.957488,False,512,50,0.001,50,2,True,COMPLETE
290,290,0.20732656121253967,2026-06-16 13:51:28.066422,2026-06-16 13:53:12.577244,0 days 00:01:44.510822,False,512,50,0.001,1000,12,True,COMPLETE
291,291,0.20802800357341766,2026-06-16 13:53:12.578251,2026-06-16 13:54:15.751814,0 days 00:01:03.173563,False,512,50,0.001,1000,6,True,COMPLETE
292,292,0.20865340530872345,2026-06-16 13:54:15.751814,2026-06-16 13:54:58.151810,0 days 00:00:42.399996,False,512,50,0.001,250,12,True,COMPLETE
293,293,0.20718085765838623,2026-06-16 13:54:58.152814,2026-06-16 13:56:42.371240,0 days 00:01:44.218426,False,512,50,0.001,1000,12,True,COMPLETE
294,294,0.2081366777420044,2026-06-16 13:56:42.371240,2026-06-16 13:58:23.390625,0 days 00:01:41.019385,False,512,50,0.001,1000,12,True,COMPLETE
295,295,0.2076038122177124,2026-06-16 13:58:23.391637,2026-06-16 14:02:19.512146,0 days 00:03:56.120509,False,512,250,0.001,1000,14,False,COMPLETE
296,296,0.20700137317180634,2026-06-16 14:02:19.513650,2026-06-16 14:04:34.722822,0 days 00:02:15.209172,False,512,50,0.001,1000,12,True,COMPLETE
297,297,0.20697389543056488,2026-06-16 14:04:34.723818,2026-06-16 14:06:49.118282,0 days 00:02:14.394464,False,512,50,0.001,1000,12,True,COMPLETE
298,298,0.2077769786119461,2026-06-16 14:06:49.118282,2026-06-16 14:09:01.345884,0 days 00:02:12.227602,False,512,50,0.001,1000,12,True,COMPLETE
299,299,0.20684541761875153,2026-06-16 14:09:01.346886,2026-06-16 14:11:12.214509,0 days 00:02:10.867623,False,512,50,0.001,1000,12,True,COMPLETE
300,300,0.20787006616592407,2026-06-16 14:11:12.215024,2026-06-16 14:13:22.921968,0 days 00:02:10.706944,False,512,50,0.001,1000,12,True,COMPLETE
301,301,0.2088109403848648,2026-06-16 14:13:22.922965,2026-06-16 14:14:01.289114,0 days 00:00:38.366149,False,512,50,0.001,100,10,True,COMPLETE
302,302,0.20805402100086212,2026-06-16 14:14:01.290130,2026-06-16 14:16:18.457810,0 days 00:02:17.167680,False,512,50,0.001,1000,12,True,COMPLETE
303,303,0.2079806923866272,2026-06-16 14:16:18.458816,2026-06-16 14:19:22.759466,0 days 00:03:04.300650,False,512,100,0.001,1000,14,True,COMPLETE
304,304,0.2086411416530609,2026-06-16 14:19:22.759466,2026-06-16 14:21:41.500350,0 days 00:02:18.740884,True,512,50,0.001,1000,12,True,COMPLETE
305,305,0.2075943946838379,2026-06-16 14:21:41.501347,2026-06-16 14:23:19.539846,0 days 00:01:38.038499,False,512,50,0.001,1000,8,True,COMPLETE
306,306,0.20740953087806702,2026-06-16 14:23:19.540843,2026-06-16 14:25:35.025330,0 days 00:02:15.484487,False,512,50,0.001,1000,12,True,COMPLETE
307,307,0.20859205722808838,2026-06-16 14:25:35.026394,2026-06-16 14:26:39.667794,0 days 00:01:04.641400,False,512,50,0.001,1000,4,True,COMPLETE
308,308,0.20812827348709106,2026-06-16 14:26:39.667794,2026-06-16 14:28:54.182037,0 days 00:02:14.514243,False,512,50,0.001,1000,12,True,COMPLETE
309,309,0.20726066827774048,2026-06-16 14:28:54.182037,2026-06-16 14:31:07.662802,0 days 00:02:13.480765,False,512,50,0.001,1000,12,True,COMPLETE
310,310,0.20761436223983765,2026-06-16 14:31:07.662802,2026-06-16 14:33:06.019587,0 days 00:01:58.356785,False,512,50,0.001,1000,12,True,COMPLETE
311,311,0.21127581596374512,2026-06-16 14:33:06.019587,2026-06-16 14:39:06.419466,0 days 00:06:00.399879,False,512,500,0.001,1000,12,True,COMPLETE
312,312,0.20772740244865417,2026-06-16 14:39:06.421009,2026-06-16 14:41:23.036773,0 days 00:02:16.615764,False,512,50,0.001,1000,14,True,COMPLETE
313,313,0.2076495885848999,2026-06-16 14:41:23.037794,2026-06-16 14:42:34.658464,0 days 00:01:11.620670,False,512,50,0.001,500,12,True,COMPLETE
314,314,0.2061198502779007,2026-06-16 14:42:34.658464,2026-06-16 14:44:47.633496,0 days 00:02:12.975032,False,512,50,0.001,1000,12,True,COMPLETE
315,315,0.21181893348693848,2026-06-16 14:44:47.633496,2026-06-16 14:54:15.454050,0 days 00:09:27.820554,False,512,1000,0.001,1000,12,False,COMPLETE
316,316,0.20714744925498962,2026-06-16 14:54:15.454050,2026-06-16 14:56:22.175082,0 days 00:02:06.721032,False,512,50,0.001,1000,12,True,COMPLETE
317,317,0.20718246698379517,2026-06-16 14:56:22.176079,2026-06-16 14:57:47.633082,0 days 00:01:25.457003,False,512,50,0.001,1000,12,True,COMPLETE
318,318,0.23959776759147644,2026-06-16 14:57:47.634078,2026-06-16 14:58:19.386948,0 days 00:00:31.752870,False,512,50,0.001,250,2,True,COMPLETE
319,319,0.20774370431900024,2026-06-16 14:58:19.387973,2026-06-16 15:00:05.644079,0 days 00:01:46.256106,False,512,50,0.001,1000,14,True,COMPLETE
320,320,0.2091415524482727,2026-06-16 15:00:05.645082,2026-06-16 15:00:32.494017,0 days 00:00:26.848935,False,512,50,0.001,50,12,True,COMPLETE
321,321,0.20699526369571686,2026-06-16 15:00:32.494017,2026-06-16 15:02:20.379045,0 days 00:01:47.885028,False,512,50,0.001,1000,12,True,COMPLETE
322,322,0.20996734499931335,2026-06-16 15:02:20.380142,2026-06-16 15:05:36.476309,0 days 00:03:16.096167,False,512,250,0.001,1000,12,True,COMPLETE
323,323,0.20957018435001373,2026-06-16 15:05:36.477406,2026-06-16 15:06:42.970652,0 days 00:01:06.493246,True,512,50,0.001,1000,6,True,COMPLETE
324,324,0.20698732137680054,2026-06-16 15:06:42.970652,2026-06-16 15:08:25.053214,0 days 00:01:42.082562,False,512,50,0.001,1000,12,True,COMPLETE
325,325,0.2075890749692917,2026-06-16 15:08:25.054403,2026-06-16 15:10:11.014507,0 days 00:01:45.960104,False,512,50,0.001,1000,12,True,COMPLETE
326,326,0.2079552412033081,2026-06-16 15:10:11.014507,2026-06-16 15:11:56.778577,0 days 00:01:45.764070,False,512,50,0.001,1000,12,True,COMPLETE
327,327,0.20991748571395874,2026-06-16 15:11:56.779082,2026-06-16 15:12:30.943906,0 days 00:00:34.164824,False,512,50,0.001,100,14,True,COMPLETE
328,328,0.20765291154384613,2026-06-16 15:12:30.943906,2026-06-16 15:14:15.846798,0 days 00:01:44.902892,False,512,50,0.001,1000,12,True,COMPLETE
329,329,0.20806553959846497,2026-06-16 15:14:15.847808,2026-06-16 15:16:22.032909,0 days 00:02:06.185101,False,512,100,0.001,1000,12,True,COMPLETE
